,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
423,2004-06-09,Parking,Venta,Barcelona,261,1945755,2004-11-06 00:00:00,Jesús
424,2004-06-09,Casa,Venta,Girona,173,1117753,2004-12-11 00:00:00,María
425,2004-06-09,Oficina,Alquiler,Lleida,207,1042659,2004-10-12 00:00:00,Jesús
426,2004-06-10,Piso,Venta,Barcelona,81,583362,2005-05-04 00:00:00,Carmen
427,2004-06-10,Piso,Alquiler,Lleida,52,338364,2005-01-04 00:00:00,Carmen
428,2004-06-11,Parking,Alquiler,Tarragona,271,2190493,2004-11-02 00:00:00,Jesús
429,2004-06-11,Oficina,Venta,Tarragona,249,1388175,2004-10-29 00:00:00,Luisa
430,2004-06-11,Suelo,Alquiler,Tarragona,153,1116441,2004-12-19 00:00:00,Jesús
431,2004-06-12,Oficina,Alquiler,Lleida,205,1980300,2005-01-01 00:00:00,Joaquín
432,2004-06-13,Suelo,Venta,Tarragona,144,852480,2005-06-04 00:00:00,Carmen
433,2004-06-13,Local,Alquiler,Tarragona,246,1898628,2004-12-15 00:00:00,Joaquín
434,2004-06-13,Industrial,Alquiler,Girona,233,1541528,2005-02-03 00:00:00,Jesús
435,2004-06-13,Suelo,Venta,Tarragona,105,783195,2004-11-20 00:00:00,Carmen
437,2004-06-14,Oficina,Venta,Barcelona,158,1543344,2004-12-26 00:00:00,Luisa
438,2004-06-15,Oficina,Alquiler,Girona,298,2524358,2004-10-23 00:00:00,Luisa
439,2004-06-15,Parking,Venta,Barcelona,115,1077665,2004-09-19 00:00:00,Jesús
440,2004-06-16,Parking,Venta,Barcelona,102,790602,2004-11-09 00:00:00,Carmen
442,2004-06-17,Piso,Alquiler,Girona,245,1001070,2004-10-14 00:00:00,Jesús
443,2004-06-17,Parking,Venta,Barcelona,102,1005312,2005-06-09 00:00:00,Luisa
446,2004-06-17,Parking,Alquiler,Lleida,263,1779458,2005-01-24 00:00:00,Pedro
447,2004-06-17,Local,Alquiler,Girona,234,1159470,2004-10-02 00:00:00,Pedro
449,2004-06-18,Industrial,Alquiler,Lleida,248,1674744,2005-05-01 00:00:00,Luisa
450,2004-06-18,Oficina,Venta,Barcelona,54,406998,2005-04-25 00:00:00,Joaquín
451,2004-06-19,Suelo,Venta,Lleida,215,2097970,2004-11-13 00:00:00,Pedro
452,2004-06-19,Suelo,Venta,Girona,185,1616900,2005-04-08 00:00:00,Jesús
454,2004-06-20,Parking,Alquiler,Barcelona,244,2439512,2005-01-02 00:00:00,Carmen
455,2004-06-20,Piso,Venta,Lleida,195,1797120,2004-12-31 00:00:00,María
459,2004-06-22,Oficina,Alquiler,Barcelona,77,322322,2005-03-12 00:00:00,Joaquín
462,2004-06-23,Casa,Venta,Girona,214,1962380,2005-06-01 00:00:00,Pedro
464,2004-06-24,Industrial,Alquiler,Lleida,268,2628812,2005-03-15 00:00:00,Pedro
465,2004-06-24,Local,Alquiler,Tarragona,44,242704,2004-10-03 00:00:00,Joaquín
471,2004-06-25,Suelo,Venta,Tarragona,297,1820016,2005-01-08 00:00:00,María
472,2004-06-25,Parking,Alquiler,Lleida,105,872760,2005-03-26 00:00:00,Carmen
473,2004-06-25,Suelo,Venta,Girona,199,1622646,2005-06-23 00:00:00,Jesús
475,2004-06-26,Oficina,Alquiler,Lleida,88,851488,2005-05-25 00:00:00,Carmen
478,2004-06-28,Oficina,Venta,Girona,232,1028224,2005-05-26 00:00:00,Luisa
480,2004-06-29,Oficina,Alquiler,Barcelona,257,1166780,2005-01-10 00:00:00,Jesús
481,2004-06-29,Industrial,Venta,Tarragona,243,1983123,2005-06-16 00:00:00,María
482,2004-06-29,Oficina,Venta,Lleida,134,946710,2005-01-04 00:00:00,Carmen
483,2004-06-30,Casa,Venta,Girona,153,1506438,2004-12-03 00:00:00,Luisa
484,2004-06-30,Piso,Alquiler,Tarragona,122,1093608,2005-02-27 00:00:00,Luisa
485,2004-06-30,Piso,Venta,Girona,283,2199476,2005-06-04 00:00:00,Luisa
486,2004-06-30,Casa,Venta,Lleida,261,2475063,2005-01-21 00:00:00,Carmen
487,2004-07-01,Piso,Alquiler,Lleida,185,1306840,2005-05-17 00:00:00,Carmen
489,2004-07-02,Parking,Alquiler,Barcelona,234,1911312,2005-04-08 00:00:00,Luisa
491,2004-07-03,Local,Venta,Lleida,282,1298328,2005-03-10 00:00:00,Jesús
492,2004-07-03,Parking,Alquiler,Lleida,299,1948583,2004-12-21 00:00:00,María
493,2004-07-03,Piso,Venta,Barcelona,274,1729762,2005-07-03 00:00:00,Luisa
494,2004-07-03,Oficina,Venta,Barcelona,268,2578696,2005-06-28 00:00:00,Luisa
495,2004-07-03,Piso,Alquiler,Lleida,155,1166065,2004-12-07 00:00:00,Jesús
496,2004-07-03,Oficina,Venta,Girona,209,1316073,2005-04-02 00:00:00,Pedro
497,2004-07-03,Suelo,Alquiler,Tarragona,110,1004740,2005-07-03 00:00:00,Luisa
498,2004-07-04,Casa,Venta,Barcelona,61,531432,2005-05-22 00:00:00,Joaquín
499,2004-07-04,Industrial,Alquiler,Lleida,240,2238000,2005-05-06 00:00:00,Pedro
501,2004-07-05,Piso,Alquiler,Lleida,224,2087904,2005-01-29 00:00:00,Jesús
503,2004-07-05,Oficina,Venta,Lleida,186,1216254,2005-04-09 00:00:00,María
505,2004-07-05,Industrial,Alquiler,Tarragona,235,1207195,2004-10-14 00:00:00,Luisa
506,2004-07-05,Industrial,Alquiler,Tarragona,159,1032546,2004-11-07 00:00:00,Carmen
507,2004-07-05,Local,Venta,Barcelona,271,2297538,2004-11-22 00:00:00,Jesús
509,2004-07-06,Industrial,Alquiler,Barcelona,227,1175860,2005-07-05 00:00:00,Joaquín
511,2004-07-06,Parking,Alquiler,Tarragona,239,1782940,2004-11-13 00:00:00,Joaquín
512,2004-07-06,Casa,Alquiler,Barcelona,191,1841622,2005-01-21 00:00:00,Jesús
514,2004-07-08,Oficina,Alquiler,Barcelona,47,262777,2004-12-22 00:00:00,Carmen
515,2004-07-08,Oficina,Alquiler,Barcelona,119,720902,2005-06-23 00:00:00,Carmen
516,2004-07-08,Industrial,Venta,Girona,174,1313526,2005-01-16 00:00:00,Pedro
521,2004-07-09,Casa,Venta,Lleida,223,1293400,2005-03-03 00:00:00,Carmen
522,2004-07-09,Suelo,Alquiler,Girona,270,1429380,2005-03-25 00:00:00,Carmen
523,2004-07-10,Piso,Alquiler,Barcelona,159,1536576,2005-06-24 00:00:00,Pedro
524,2004-07-10,Parking,Venta,Lleida,280,1249360,2005-01-09 00:00:00,Pedro
525,2004-07-11,Parking,Venta,Girona,162,1594404,2005-03-07 00:00:00,María
526,2004-07-11,Industrial,Alquiler,Barcelona,231,935781,2004-11-13 00:00:00,Joaquín
527,2004-07-12,Casa,Alquiler,Lleida,231,2273040,2005-02-04 00:00:00,Joaquín
528,2004-07-12,Industrial,Alquiler,Lleida,206,1414602,2005-06-14 00:00:00,Carmen
530,2004-07-12,Industrial,Alquiler,Barcelona,112,712768,2005-06-14 00:00:00,Carmen
531,2004-07-12,Local,Alquiler,Lleida,182,999726,2005-02-20 00:00:00,Carmen
532,2004-07-13,Parking,Venta,Tarragona,72,606024,2005-04-12 00:00:00,Carmen
534,2004-07-14,Industrial,Alquiler,Lleida,280,1730680,2005-05-07 00:00:00,Carmen
535,2004-07-14,Casa,Venta,Girona,197,1292123,2005-06-30 00:00:00,Joaquín
536,2004-07-14,Local,Alquiler,Girona,117,1031121,2005-04-30 00:00:00,Luisa
537,2004-07-15,Industrial,Alquiler,Girona,279,2161134,2005-03-09 00:00:00,María
539,2004-07-16,Parking,Alquiler,Tarragona,87,565587,2005-01-25 00:00:00,Joaquín
541,2004-07-16,Oficina,Venta,Barcelona,182,1514968,2004-10-24 00:00:00,María
543,2004-07-17,Oficina,Venta,Tarragona,79,694331,2005-03-10 00:00:00,Carmen
547,2004-07-20,Parking,Venta,Barcelona,286,2330042,2004-10-21 00:00:00,Carmen
548,2004-07-20,Local,Venta,Girona,237,1403988,2005-06-27 00:00:00,Carmen
549,2004-07-21,Casa,Alquiler,Lleida,275,1711325,2005-04-27 00:00:00,Luisa
550,2004-07-21,Piso,Alquiler,Girona,237,2215002,2004-10-31 00:00:00,Pedro
551,2004-07-21,Local,Venta,Barcelona,125,804625,2005-06-26 00:00:00,Carmen
552,2004-07-21,Oficina,Venta,Barcelona,209,1568754,2004-12-15 00:00:00,Pedro
553,2004-07-21,Parking,Venta,Barcelona,141,867009,2004-11-21 00:00:00,Joaquín
554,2004-07-22,Piso,Venta,Girona,138,1289748,2004-12-25 00:00:00,Luisa
555,2004-07-22,Suelo,Venta,Lleida,57,567492,2005-02-08 00:00:00,Carmen
556,2004-07-23,Piso,Alquiler,Girona,198,1916442,2005-04-14 00:00:00,Joaquín
557,2004-07-24,Piso,Alquiler,Girona,246,1875012,2005-03-08 00:00:00,Luisa
558,2004-07-24,Local,Alquiler,Tarragona,188,1590104,2004-10-26 00:00:00,Pedro
559,2004-07-25,Industrial,Alquiler,Tarragona,285,1412175,2004-12-01 00:00:00,Pedro
561,2004-07-25,Piso,Alquiler,Girona,161,960526,2005-06-21 00:00:00,Joaquín
562,2004-07-25,Piso,Venta,Barcelona,237,1272216,2005-04-27 00:00:00,Jesús
564,2004-07-25,Suelo,Venta,Barcelona,147,917868,2004-11-15 00:00:00,Joaquín
565,2004-07-26,Local,Alquiler,Girona,266,1881950,2005-01-15 00:00:00,María
566,2004-07-26,Local,Venta,Barcelona,98,469910,2005-01-08 00:00:00,Joaquín
571,2004-07-28,Local,Alquiler,Tarragona,235,1897155,2005-07-01 00:00:00,Carmen
572,2004-07-28,Parking,Venta,Tarragona,243,1038825,2004-12-14 00:00:00,Jesús
573,2004-07-28,Local,Alquiler,Lleida,58,251430,2005-05-30 00:00:00,Carmen
574,2004-07-28,Parking,Alquiler,Barcelona,280,1877400,2005-04-21 00:00:00,Joaquín
576,2004-07-29,Oficina,Venta,Barcelona,154,889658,2005-06-22 00:00:00,Joaquín
577,2004-07-29,Oficina,Venta,Girona,221,1571973,2004-12-25 00:00:00,Joaquín
579,2004-07-30,Parking,Venta,Tarragona,226,1634884,2005-07-20 00:00:00,María
580,2004-07-30,Casa,Venta,Tarragona,230,1742020,2004-11-16 00:00:00,Jesús
581,2004-07-31,Industrial,Venta,Lleida,290,2584480,2004-11-22 00:00:00,Jesús
582,2004-07-31,Local,Venta,Tarragona,297,1767744,2005-03-23 00:00:00,Pedro
583,2004-08-01,Casa,Alquiler,Girona,257,1077601,2005-02-07 00:00:00,Luisa
584,2004-08-01,Parking,Alquiler,Girona,161,1050203,2005-02-04 00:00:00,Joaquín
586,2004-08-02,Piso,Alquiler,Barcelona,184,1286344,2005-07-02 00:00:00,Joaquín
588,2004-08-02,Oficina,Venta,Tarragona,138,1372686,2005-06-17 00:00:00,Carmen
589,2004-08-03,Suelo,Venta,Tarragona,95,627570,2005-03-16 00:00:00,Carmen
592,2004-08-04,Suelo,Venta,Tarragona,213,1234974,2005-06-23 00:00:00,Carmen
593,2004-08-04,Industrial,Alquiler,Tarragona,171,1148436,2005-06-29 00:00:00,Pedro
594,2004-08-04,Industrial,Venta,Barcelona,262,1343798,2005-04-15 00:00:00,Jesús
598,2004-08-08,Local,Alquiler,Lleida,76,738568,2005-03-22 00:00:00,Joaquín
599,2004-08-08,Oficina,Alquiler,Barcelona,289,1275646,2005-01-29 00:00:00,Pedro
601,2004-08-09,Industrial,Venta,Girona,227,1218763,2005-07-27 00:00:00,Joaquín
602,2004-08-09,Casa,Alquiler,Barcelona,174,1408182,2005-05-23 00:00:00,Jesús
604,2004-08-10,Piso,Alquiler,Lleida,212,1817264,2005-06-25 00:00:00,María
607,2004-08-11,Suelo,Venta,Lleida,210,1117620,2005-05-12 00:00:00,Carmen
608,2004-08-11,Suelo,Venta,Lleida,287,1790880,2004-11-18 00:00:00,Pedro
609,2004-08-11,Local,Venta,Barcelona,127,1058545,2005-01-23 00:00:00,Joaquín
610,2004-08-11,Casa,Venta,Barcelona,294,2658936,2005-06-21 00:00:00,Luisa
611,2004-08-11,Casa,Alquiler,Girona,92,879244,2005-05-06 00:00:00,Joaquín
612,2004-08-11,Industrial,Venta,Barcelona,225,1879200,2004-11-19 00:00:00,Pedro
613,2004-08-12,Casa,Alquiler,Barcelona,241,1085705,2005-01-28 00:00:00,Pedro
614,2004-08-12,Local,Venta,Lleida,283,1992320,2005-04-07 00:00:00,María
615,2004-08-12,Piso,Alquiler,Barcelona,231,1237929,2005-04-13 00:00:00,Luisa
616,2004-08-13,Piso,Venta,Lleida,172,1283980,2005-01-27 00:00:00,Carmen
619,2004-08-14,Suelo,Alquiler,Barcelona,58,406290,2005-07-04 00:00:00,Carmen
620,2004-08-14,Industrial,Venta,Tarragona,223,2171128,2005-03-23 00:00:00,Carmen
621,2004-08-14,Piso,Venta,Barcelona,123,1116348,2005-06-29 00:00:00,Luisa
623,2004-08-15,Industrial,Venta,Tarragona,154,1122352,2005-05-11 00:00:00,Jesús
624,2004-08-15,Industrial,Alquiler,Girona,222,2171826,2005-01-12 00:00:00,Carmen
625,2004-08-16,Piso,Alquiler,Tarragona,263,2061131,2005-07-28 00:00:00,Joaquín
627,2004-08-16,Casa,Alquiler,Tarragona,212,1360828,2005-04-24 00:00:00,Jesús
628,2004-08-17,Piso,Venta,Girona,249,1427019,2004-12-04 00:00:00,Jesús
629,2004-08-17,Parking,Alquiler,Girona,170,1567060,2005-02-19 00:00:00,María
630,2004-08-17,Parking,Alquiler,Barcelona,272,1972816,2005-08-14 00:00:00,Carmen
631,2004-08-17,Piso,Venta,Girona,201,1816437,2005-05-10 00:00:00,Pedro
632,2004-08-17,Parking,Alquiler,Girona,167,1191044,2005-01-11 00:00:00,Luisa
633,2004-08-18,Piso,Alquiler,Tarragona,283,2576432,2005-05-13 00:00:00,María
635,2004-08-18,Piso,Alquiler,Tarragona,181,1161477,2005-05-07 00:00:00,María
638,2004-08-19,Piso,Alquiler,Girona,277,2646181,2005-07-04 00:00:00,Carmen
639,2004-08-19,Industrial,Alquiler,Tarragona,182,1243060,2005-07-16 00:00:00,María
640,2004-08-19,Oficina,Venta,Girona,249,2306238,2005-03-02 00:00:00,María
642,2004-08-20,Industrial,Alquiler,Lleida,255,2338095,2005-08-10 00:00:00,Carmen
643,2004-08-20,Industrial,Alquiler,Tarragona,164,1162104,2005-05-10 00:00:00,Pedro
644,2004-08-20,Industrial,Venta,Tarragona,227,1917696,2005-02-22 00:00:00,Joaquín
645,2004-08-20,Parking,Alquiler,Lleida,168,1192800,2005-07-14 00:00:00,Joaquín
647,2004-08-21,Oficina,Venta,Girona,267,1153173,2005-03-28 00:00:00,Pedro
649,2004-08-22,Parking,Venta,Lleida,80,777360,2005-04-21 00:00:00,Carmen
650,2004-08-22,Piso,Venta,Girona,207,1015956,2005-06-17 00:00:00,Jesús
651,2004-08-22,Oficina,Alquiler,Girona,259,1080548,2004-12-31 00:00:00,María
652,2004-08-22,Piso,Venta,Tarragona,147,730149,2004-12-25 00:00:00,Carmen
653,2004-08-22,Oficina,Alquiler,Girona,207,1953873,2005-06-10 00:00:00,Luisa
654,2004-08-22,Oficina,Venta,Girona,293,2787016,2005-03-23 00:00:00,Luisa
655,2004-08-23,Oficina,Venta,Tarragona,252,1773072,2005-04-01 00:00:00,Luisa
656,2004-08-23,Casa,Venta,Lleida,284,1589832,2005-02-28 00:00:00,Luisa
657,2004-08-23,Parking,Venta,Tarragona,286,1442870,2005-08-09 00:00:00,Pedro
659,2004-08-23,Piso,Venta,Tarragona,176,1003552,2005-08-05 00:00:00,Carmen
660,2004-08-23,Local,Venta,Girona,278,1730550,2004-12-09 00:00:00,María
661,2004-08-24,Parking,Alquiler,Girona,254,1963166,2005-07-27 00:00:00,Joaquín
662,2004-08-24,Local,Alquiler,Barcelona,47,463843,2005-02-19 00:00:00,Joaquín
663,2004-08-24,Local,Alquiler,Girona,252,2057832,2005-03-14 00:00:00,Luisa
664,2004-08-25,Local,Alquiler,Girona,163,1520627,2005-04-20 00:00:00,Pedro
665,2004-08-26,Suelo,Venta,Lleida,271,1457980,2005-05-09 00:00:00,Luisa
667,2004-08-27,Parking,Venta,Barcelona,195,1513005,2005-01-21 00:00:00,Pedro
668,2004-08-27,Parking,Venta,Tarragona,290,1747830,2005-01-14 00:00:00,Luisa
669,2004-08-28,Industrial,Venta,Barcelona,289,2188597,2005-04-27 00:00:00,María
670,2004-08-28,Suelo,Alquiler,Barcelona,235,1277930,2005-04-07 00:00:00,Luisa
671,2004-08-28,Local,Alquiler,Tarragona,186,1225926,2005-05-16 00:00:00,Luisa
673,2004-08-29,Parking,Venta,Girona,152,1392168,2005-08-04 00:00:00,Pedro
675,2004-08-29,Casa,Venta,Girona,47,311563,2004-12-27 00:00:00,Carmen
676,2004-08-30,Industrial,Alquiler,Tarragona,54,227178,2005-01-24 00:00:00,Joaquín
677,2004-08-30,Industrial,Venta,Barcelona,225,1239300,2005-01-29 00:00:00,María
678,2004-08-30,Suelo,Venta,Tarragona,113,1074969,2005-04-16 00:00:00,Joaquín
679,2004-08-30,Piso,Alquiler,Tarragona,249,1029864,2005-05-06 00:00:00,Carmen
680,2004-08-30,Industrial,Alquiler,Tarragona,284,1166104,2005-04-08 00:00:00,Jesús
681,2004-08-30,Oficina,Venta,Lleida,274,1577692,2005-05-11 00:00:00,Joaquín
682,2004-08-30,Piso,Alquiler,Lleida,121,1049433,2005-06-07 00:00:00,Jesús
683,2004-08-31,Parking,Venta,Tarragona,247,2285244,2005-03-07 00:00:00,María
684,2004-08-31,Piso,Venta,Girona,97,662316,2005-04-27 00:00:00,Carmen
686,2004-09-01,Piso,Alquiler,Lleida,240,1214880,2005-04-09 00:00:00,Luisa
689,2004-09-02,Parking,Alquiler,Tarragona,81,723492,2005-07-10 00:00:00,Joaquín
690,2004-09-02,Casa,Alquiler,Girona,118,827062,2005-03-22 00:00:00,Joaquín
691,2004-09-02,Oficina,Venta,Lleida,177,1022883,2005-04-29 00:00:00,María
692,2004-09-03,Suelo,Venta,Barcelona,269,1722407,2004-12-21 00:00:00,Jesús
694,2004-09-03,Local,Venta,Lleida,205,1524585,2005-05-02 00:00:00,Pedro
695,2004-09-04,Suelo,Alquiler,Tarragona,256,1379328,2005-03-27 00:00:00,Luisa
696,2004-09-04,Local,Alquiler,Barcelona,163,1570016,2005-08-04 00:00:00,Carmen
697,2004-09-05,Parking,Alquiler,Girona,187,789140,2005-05-16 00:00:00,Carmen
699,2004-09-06,Local,Alquiler,Girona,299,1251315,2005-01-20 00:00:00,Luisa
700,2004-09-06,Casa,Venta,Girona,225,2023200,2004-12-27 00:00:00,Joaquín
701,2004-09-07,Piso,Alquiler,Girona,295,2553225,2005-01-14 00:00:00,Carmen
702,2004-09-07,Casa,Venta,Tarragona,160,1341120,2005-07-25 00:00:00,María
703,2004-09-08,Piso,Alquiler,Barcelona,278,2540364,2005-04-12 00:00:00,Carmen
704,2004-09-08,Oficina,Alquiler,Tarragona,271,1165842,2005-02-10 00:00:00,Luisa
705,2004-09-08,Piso,Alquiler,Girona,258,1501560,2005-01-05 00:00:00,Joaquín
706,2004-09-08,Industrial,Venta,Girona,215,1713120,2005-05-27 00:00:00,Carmen
707,2004-09-08,Industrial,Venta,Tarragona,158,1124012,2005-05-03 00:00:00,Pedro
708,2004-09-09,Casa,Alquiler,Tarragona,210,1181670,2005-07-13 00:00:00,Jesús
709,2004-09-09,Parking,Venta,Lleida,274,1291636,2005-05-24 00:00:00,María
710,2004-09-10,Casa,Venta,Tarragona,289,2114035,2004-12-14 00:00:00,Luisa
711,2004-09-10,Parking,Alquiler,Lleida,244,2280668,2005-07-16 00:00:00,María
713,2004-09-10,Casa,Alquiler,Lleida,235,2135210,2005-05-14 00:00:00,Pedro
715,2004-09-10,Oficina,Alquiler,Barcelona,206,1793848,2005-09-03 00:00:00,Luisa
718,2004-09-11,Oficina,Venta,Tarragona,283,1565839,2005-06-15 00:00:00,Pedro
719,2004-09-11,Casa,Venta,Tarragona,226,2216608,2005-07-09 00:00:00,Luisa
721,2004-09-12,Industrial,Alquiler,Girona,86,611546,2005-02-10 00:00:00,Carmen
723,2004-09-12,Oficina,Alquiler,Barcelona,241,2085373,2005-07-07 00:00:00,Joaquín
724,2004-09-13,Oficina,Alquiler,Barcelona,180,901980,2005-02-07 00:00:00,Carmen
725,2004-09-13,Parking,Venta,Girona,112,1081360,2005-05-03 00:00:00,María
726,2004-09-15,Suelo,Alquiler,Girona,195,1168440,2004-12-30 00:00:00,Luisa
728,2004-09-16,Casa,Alquiler,Lleida,197,1905187,2005-09-15 00:00:00,Pedro
729,2004-09-16,Parking,Alquiler,Tarragona,284,1830664,2005-01-02 00:00:00,Pedro
730,2004-09-16,Casa,Venta,Girona,109,555246,2005-04-10 00:00:00,Joaquín
732,2004-09-17,Oficina,Alquiler,Girona,164,1225244,2005-08-07 00:00:00,Jesús
734,2004-09-18,Oficina,Alquiler,Barcelona,89,588023,2005-06-26 00:00:00,Joaquín
736,2004-09-19,Suelo,Alquiler,Lleida,85,780980,2005-07-20 00:00:00,Joaquín
737,2004-09-19,Suelo,Alquiler,Lleida,294,1201578,2005-01-31 00:00:00,Luisa
738,2004-09-20,Piso,Venta,Barcelona,250,1527750,2005-02-10 00:00:00,Luisa
739,2004-09-21,Parking,Alquiler,Barcelona,254,2328418,2005-01-06 00:00:00,Joaquín
740,2004-09-21,Parking,Venta,Tarragona,126,1184274,2005-07-28 00:00:00,María
741,2004-09-22,Suelo,Venta,Barcelona,218,1330236,2004-12-27 00:00:00,Pedro
746,2004-09-22,Suelo,Alquiler,Barcelona,178,1355470,2004-12-24 00:00:00,María
747,2004-09-22,Industrial,Alquiler,Girona,228,2145480,2005-06-21 00:00:00,María
749,2004-09-23,Parking,Alquiler,Girona,294,1335936,2005-07-14 00:00:00,Carmen
751,2004-09-25,Local,Venta,Barcelona,182,1509872,2005-08-05 00:00:00,Luisa
753,2004-09-25,Piso,Alquiler,Tarragona,251,1206557,2005-05-20 00:00:00,María
754,2004-09-25,Oficina,Venta,Tarragona,235,2202655,2005-04-16 00:00:00,Pedro
757,2004-09-26,Piso,Venta,Barcelona,272,1535168,2005-07-26 00:00:00,Luisa
759,2004-09-26,Casa,Alquiler,Barcelona,299,1695330,2005-07-14 00:00:00,Joaquín
760,2004-09-26,Local,Venta,Girona,50,411700,2005-01-05 00:00:00,Carmen
762,2004-09-27,Piso,Alquiler,Girona,291,2411808,2005-02-28 00:00:00,Joaquín
763,2004-09-27,Oficina,Alquiler,Girona,210,1122240,2005-08-27 00:00:00,Pedro
764,2004-09-28,Local,Alquiler,Girona,291,2354481,2005-01-26 00:00:00,Carmen
765,2004-09-29,Piso,Alquiler,Girona,204,1044480,2005-04-17 00:00:00,Jesús
767,2004-09-29,Piso,Venta,Girona,231,1213212,2005-06-24 00:00:00,Carmen
768,2004-10-02,Casa,Venta,Barcelona,159,1162131,2005-08-25 00:00:00,Pedro
769,2004-10-04,Oficina,Venta,Lleida,185,1343840,2005-04-17 00:00:00,Carmen
771,2004-10-04,Suelo,Venta,Barcelona,277,1363948,2005-01-02 00:00:00,Jesús
772,2004-10-04,Suelo,Venta,Lleida,59,484744,2005-05-27 00:00:00,Joaquín
773,2004-10-05,Local,Alquiler,Tarragona,244,2332152,2005-06-05 00:00:00,Joaquín
774,2004-10-05,Local,Venta,Lleida,204,1606500,2005-07-25 00:00:00,Carmen
775,2004-10-05,Parking,Venta,Lleida,76,411160,2005-02-15 00:00:00,Joaquín
777,2004-10-06,Local,Alquiler,Barcelona,228,1554732,2005-08-17 00:00:00,Jesús
778,2004-10-06,Local,Alquiler,Tarragona,256,1877760,2005-04-14 00:00:00,María
779,2004-10-06,Local,Venta,Tarragona,185,1607280,2005-03-28 00:00:00,Carmen
780,2004-10-06,Suelo,Alquiler,Lleida,158,1217390,2005-04-27 00:00:00,Luisa
782,2004-10-06,Oficina,Alquiler,Girona,219,1455693,2005-01-28 00:00:00,Joaquín
784,2004-10-06,Casa,Alquiler,Barcelona,228,1685148,2005-10-05 00:00:00,Luisa
786,2004-10-06,Casa,Venta,Barcelona,279,2064879,2005-05-07 00:00:00,María
787,2004-10-07,Casa,Venta,Girona,92,853852,2005-09-25 00:00:00,Carmen
788,2004-10-07,Piso,Venta,Barcelona,251,1781849,2005-07-23 00:00:00,Luisa
791,2004-10-08,Piso,Venta,Tarragona,292,1565120,2005-10-02 00:00:00,Joaquín
793,2004-10-10,Oficina,Venta,Tarragona,277,1522946,2005-03-09 00:00:00,Joaquín
795,2004-10-10,Casa,Alquiler,Lleida,110,950290,2005-06-08 00:00:00,Carmen
796,2004-10-11,Oficina,Venta,Barcelona,255,1442280,2005-05-04 00:00:00,Jesús
797,2004-10-11,Piso,Venta,Girona,222,1478742,2005-09-24 00:00:00,Jesús
798,2004-10-11,Suelo,Alquiler,Tarragona,278,2209822,2005-02-27 00:00:00,Jesús
800,2004-10-13,Local,Alquiler,Tarragona,159,1323198,2005-08-26 00:00:00,Jesús
801,2004-10-13,Suelo,Venta,Lleida,114,1106028,2005-02-27 00:00:00,María
802,2004-10-13,Local,Alquiler,Tarragona,163,1115409,2005-03-14 00:00:00,María
804,2004-10-14,Piso,Alquiler,Barcelona,243,1469178,2005-02-18 00:00:00,Pedro
806,2004-10-15,Suelo,Alquiler,Tarragona,259,1891736,2005-07-18 00:00:00,María
807,2004-10-15,Oficina,Alquiler,Girona,119,630224,2005-04-09 00:00:00,Joaquín
808,2004-10-15,Casa,Venta,Tarragona,222,1292484,2005-10-01 00:00:00,Pedro
809,2004-10-15,Industrial,Venta,Barcelona,51,334305,2005-09-25 00:00:00,Carmen
810,2004-10-16,Industrial,Venta,Lleida,214,1805518,2005-08-30 00:00:00,Carmen
811,2004-10-16,Oficina,Venta,Tarragona,236,2208252,2005-04-21 00:00:00,Pedro
813,2004-10-17,Oficina,Alquiler,Barcelona,192,1627200,2005-01-27 00:00:00,Luisa
814,2004-10-17,Industrial,Venta,Tarragona,182,1690416,2005-09-04 00:00:00,Pedro
815,2004-10-18,Parking,Alquiler,Barcelona,232,2180104,2005-07-19 00:00:00,Joaquín
816,2004-10-18,Suelo,Alquiler,Barcelona,158,878638,2005-05-05 00:00:00,Joaquín
819,2004-10-19,Piso,Alquiler,Tarragona,206,1688170,2005-07-17 00:00:00,Jesús
820,2004-10-19,Parking,Venta,Girona,161,1392006,2005-07-12 00:00:00,María
821,2004-10-20,Industrial,Venta,Tarragona,259,1628333,2005-08-09 00:00:00,María
822,2004-10-20,Parking,Venta,Lleida,177,992793,2005-03-20 00:00:00,Carmen
825,2004-10-21,Oficina,Alquiler,Girona,239,1709567,2005-06-10 00:00:00,Jesús
826,2004-10-22,Industrial,Venta,Tarragona,149,1391809,2005-08-06 00:00:00,Pedro
827,2004-10-23,Industrial,Alquiler,Barcelona,199,1278774,2005-04-06 00:00:00,Pedro
828,2004-10-23,Local,Venta,Lleida,152,1218888,2005-03-04 00:00:00,Joaquín
829,2004-10-24,Local,Venta,Lleida,143,1409551,2005-04-23 00:00:00,Jesús
830,2004-10-24,Parking,Venta,Girona,115,880900,2005-07-04 00:00:00,Carmen
831,2004-10-24,Casa,Alquiler,Tarragona,87,574200,2005-05-19 00:00:00,Carmen
832,2004-10-24,Oficina,Alquiler,Lleida,212,1968632,2005-10-23 00:00:00,Pedro
834,2004-10-25,Parking,Venta,Lleida,168,1276800,2005-07-25 00:00:00,Carmen
835,2004-10-25,Suelo,Venta,Tarragona,274,2124596,2005-02-21 00:00:00,Carmen
836,2004-10-27,Local,Venta,Girona,127,1021334,2005-05-21 00:00:00,Joaquín
