,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1503,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14 00:00:00,Joaquín
1505,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16 00:00:00,Jesús
1507,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23 00:00:00,María
1508,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05 00:00:00,Pedro
1511,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25 00:00:00,María
1513,2005-06-24,Suelo,Alquiler,Girona,110,781000,2006-02-25 00:00:00,María
1516,2005-06-28,Suelo,Alquiler,Girona,139,1217501,2005-11-20 00:00:00,Joaquín
1517,2005-06-28,Local,Alquiler,Girona,151,1456999,2005-10-01 00:00:00,Carmen
1527,2005-06-30,Oficina,Alquiler,Girona,204,1132608,2005-11-12 00:00:00,María
1528,2005-06-30,Oficina,Alquiler,Girona,185,1257075,2006-06-06 00:00:00,María
1531,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03 00:00:00,Luisa
1537,2005-07-04,Industrial,Alquiler,Girona,161,1405852,2006-05-14 00:00:00,Pedro
1545,2005-07-07,Piso,Alquiler,Girona,135,1294110,2006-03-08 00:00:00,Jesús
1550,2005-07-09,Suelo,Alquiler,Girona,167,944385,2006-02-15 00:00:00,Carmen
1558,2005-07-13,Piso,Alquiler,Girona,138,824688,2006-05-16 00:00:00,Joaquín
1559,2005-07-14,Casa,Alquiler,Girona,177,1074921,2005-10-25 00:00:00,Luisa
1562,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10 00:00:00,Joaquín
1577,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05 00:00:00,Jesús
1582,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02 00:00:00,Carmen
1583,2005-07-22,Industrial,Venta,Girona,191,916418,2006-02-19 00:00:00,Luisa
1584,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04 00:00:00,Pedro
1587,2005-07-23,Local,Alquiler,Girona,245,2170945,2006-05-14 00:00:00,Jesús
1597,2005-07-26,Industrial,Alquiler,Girona,167,1606206,2005-12-11 00:00:00,Joaquín
1598,2005-07-26,Suelo,Alquiler,Girona,245,1311730,2006-01-06 00:00:00,Pedro
1618,2005-08-04,Casa,Alquiler,Girona,222,1477410,2006-05-06 00:00:00,María
1620,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27 00:00:00,María
1627,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03 00:00:00,Carmen
1635,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20 00:00:00,Joaquín
1637,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26 00:00:00,Carmen
1644,2005-08-10,Casa,Alquiler,Girona,133,958132,2006-06-04 00:00:00,Pedro
1645,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29 00:00:00,Luisa
1663,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13 00:00:00,Luisa
1668,2005-08-23,Oficina,Alquiler,Girona,203,1933372,2006-01-31 00:00:00,Jesús
1671,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02 00:00:00,Joaquín
1673,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24 00:00:00,María
1680,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02 00:00:00,María
1681,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04 00:00:00,Jesús
1683,2005-08-28,Industrial,Alquiler,Girona,224,1932448,2006-02-03 00:00:00,Carmen
1688,2005-08-29,Piso,Alquiler,Girona,108,581580,2006-08-04 00:00:00,Carmen
1689,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12 00:00:00,Carmen
1693,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14 00:00:00,Jesús
1694,2005-08-31,Casa,Alquiler,Girona,248,1234048,2006-02-28 00:00:00,Jesús
1696,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03 00:00:00,María
1712,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17 00:00:00,María
1734,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14 00:00:00,María
1742,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08 00:00:00,Joaquín
1746,2005-09-20,Piso,Alquiler,Girona,240,2183760,2006-01-27 00:00:00,Jesús
1749,2005-09-21,Local,Venta,Girona,117,474084,2006-07-21 00:00:00,Luisa
1750,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24 00:00:00,Jesús
1761,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20 00:00:00,Luisa
1776,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08 00:00:00,Luisa
1789,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11 00:00:00,Luisa
1790,2005-10-04,Oficina,Alquiler,Girona,228,1747392,2006-05-24 00:00:00,Carmen
1793,2005-10-05,Local,Alquiler,Girona,118,970314,2006-02-15 00:00:00,Luisa
1795,2005-10-06,Casa,Alquiler,Girona,208,1811680,2006-05-31 00:00:00,Jesús
1806,2005-10-09,Local,Alquiler,Girona,211,1244056,2006-09-01 00:00:00,María
1808,2005-10-11,Local,Alquiler,Girona,151,1382707,2006-05-07 00:00:00,María
1812,2005-10-12,Local,Alquiler,Girona,246,2010312,2006-02-21 00:00:00,María
1820,2005-10-14,Casa,Alquiler,Girona,207,1556226,2006-06-21 00:00:00,Carmen
1824,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11 00:00:00,Pedro
1826,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06 00:00:00,Joaquín
1833,2005-10-18,Casa,Alquiler,Girona,157,1182053,2006-04-09 00:00:00,Joaquín
1838,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28 00:00:00,Jesús
1847,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02 00:00:00,María
1848,2005-10-28,Casa,Venta,Girona,160,781120,2006-04-10 00:00:00,Pedro
1851,2005-10-28,Piso,Alquiler,Girona,164,1421060,2006-10-28 00:00:00,Luisa
1854,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08 00:00:00,Jesús
1855,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25 00:00:00,Pedro
1858,2005-10-31,Casa,Alquiler,Girona,216,1883088,2006-10-18 00:00:00,Pedro
1859,2005-11-01,Oficina,Alquiler,Girona,213,2083779,2006-04-23 00:00:00,María
1868,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09 00:00:00,Joaquín
1869,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21 00:00:00,María
1870,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29 00:00:00,Luisa
1871,2005-11-05,Industrial,Alquiler,Girona,233,1644747,2006-05-05 00:00:00,Carmen
1877,2005-11-08,Local,Venta,Girona,170,974610,2006-08-18 00:00:00,María
1879,2005-11-08,Oficina,Alquiler,Girona,153,912798,2006-05-31 00:00:00,Jesús
1882,2005-11-09,Parking,Alquiler,Girona,156,1508988,2006-09-18 00:00:00,Jesús
1885,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05 00:00:00,Joaquín
1919,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19 00:00:00,María
1925,2005-11-25,Suelo,Alquiler,Girona,103,557127,2006-05-08 00:00:00,Carmen
1936,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21 00:00:00,Luisa
1938,2005-11-29,Industrial,Alquiler,Girona,137,693631,2006-07-21 00:00:00,Carmen
1939,2005-11-30,Industrial,Venta,Girona,102,941154,2006-08-11 00:00:00,Pedro
1941,2005-11-30,Oficina,Alquiler,Girona,113,747947,2006-06-09 00:00:00,Pedro
1943,2005-12-01,Local,Alquiler,Girona,210,1527120,2006-06-17 00:00:00,Jesús
1950,2005-12-05,Industrial,Alquiler,Girona,162,753786,2006-09-26 00:00:00,Jesús
1952,2005-12-06,Parking,Alquiler,Girona,250,2103000,2006-09-13 00:00:00,Jesús
1955,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07 00:00:00,Pedro
1963,2005-12-13,Piso,Venta,Girona,116,804344,2006-04-29 00:00:00,María
1970,2005-12-16,Oficina,Alquiler,Girona,135,857925,2006-06-25 00:00:00,Joaquín
1986,2005-12-21,Parking,Alquiler,Girona,139,875978,2006-05-04 00:00:00,Jesús
1987,2005-12-22,Industrial,Alquiler,Girona,210,1770930,2006-04-20 00:00:00,María
1992,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13 00:00:00,Jesús
2005,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21 00:00:00,Jesús
2013,2005-12-30,Oficina,Alquiler,Girona,227,2029607,2006-10-20 00:00:00,Carmen
2014,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01 00:00:00,María
2015,2005-12-31,Casa,Alquiler,Girona,284,2815292,2006-12-07 00:00:00,Jesús
2022,2006-01-02,Local,Venta,Girona,141,763233,2006-12-26 00:00:00,Luisa
2023,2006-01-02,Casa,Alquiler,Girona,271,2471249,2006-04-04 00:00:00,Joaquín
2031,2006-01-03,Industrial,Venta,Girona,116,616192,2006-05-21 00:00:00,María
2032,2006-01-03,Casa,Alquiler,Girona,155,1247750,2006-09-11 00:00:00,María
2033,2006-01-05,Casa,Alquiler,Girona,163,761047,2006-10-16 00:00:00,Luisa
2042,2006-01-08,Casa,Alquiler,Girona,280,2346400,2006-05-07 00:00:00,María
2045,2006-01-09,Industrial,Alquiler,Girona,256,2331648,2006-11-26 00:00:00,Luisa
2052,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07 00:00:00,María
2055,2006-01-12,Piso,Alquiler,Girona,289,2462280,2007-01-05 00:00:00,Jesús
2065,2006-01-14,Local,Alquiler,Girona,165,1461570,2006-10-17 00:00:00,Carmen
2072,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16 00:00:00,María
2079,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21 00:00:00,María
2082,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28 00:00:00,María
2083,2006-01-19,Parking,Alquiler,Girona,188,1422220,2006-07-20 00:00:00,María
2084,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28 00:00:00,María
2085,2006-01-20,Local,Alquiler,Girona,256,1428480,2006-06-26 00:00:00,Pedro
2093,2006-01-23,Casa,Alquiler,Girona,154,1427118,2006-10-03 00:00:00,Pedro
2097,2006-01-24,Oficina,Alquiler,Girona,123,1133199,2006-09-23 00:00:00,Luisa
2121,2006-01-30,Oficina,Alquiler,Girona,123,757434,2006-08-23 00:00:00,Pedro
2137,2006-02-04,Parking,Venta,Girona,108,1041120,2006-05-07 00:00:00,Pedro
2153,2006-02-09,Oficina,Venta,Girona,200,1539800,2006-12-25 00:00:00,Carmen
2154,2006-02-09,Industrial,Alquiler,Girona,252,1949220,2006-10-20 00:00:00,Carmen
2165,2006-02-14,Parking,Alquiler,Girona,131,1163542,2007-01-18 00:00:00,Luisa
2177,2006-02-17,Industrial,Venta,Girona,271,2108109,2006-12-24 00:00:00,Pedro
2178,2006-02-17,Oficina,Venta,Girona,127,928243,2006-05-25 00:00:00,María
2187,2006-02-20,Oficina,Venta,Girona,245,1660120,2006-11-26 00:00:00,Pedro
2188,2006-02-20,Local,Venta,Girona,271,1647409,2007-01-12 00:00:00,Pedro
2199,2006-02-23,Casa,Venta,Girona,272,1586032,2007-01-23 00:00:00,María
2205,2006-02-28,Casa,Venta,Girona,121,1002122,2006-07-13 00:00:00,Pedro
2213,2006-03-02,Industrial,Venta,Girona,249,1882440,2006-12-16 00:00:00,Carmen
2215,2006-03-03,Casa,Alquiler,Girona,125,657500,2007-03-02 00:00:00,Carmen
2220,2006-03-04,Parking,Alquiler,Girona,269,1908286,2007-01-29 00:00:00,Jesús
2221,2006-03-04,Industrial,Venta,Girona,201,1929198,2006-08-16 00:00:00,María
2225,2006-03-05,Oficina,Alquiler,Girona,177,980934,2006-09-11 00:00:00,Luisa
2226,2006-03-06,Casa,Venta,Girona,131,732028,2006-07-04 00:00:00,Pedro
2229,2006-03-06,Local,Alquiler,Girona,143,1205347,2006-12-22 00:00:00,María
2230,2006-03-07,Industrial,Alquiler,Girona,223,1510825,2006-06-19 00:00:00,Luisa
2232,2006-03-07,Suelo,Alquiler,Girona,162,1202850,2006-11-30 00:00:00,Pedro
2240,2006-03-11,Suelo,Alquiler,Girona,258,1930614,2006-07-07 00:00:00,Joaquín
2243,2006-03-12,Casa,Alquiler,Girona,150,1159650,2006-09-22 00:00:00,Joaquín
2245,2006-03-13,Industrial,Alquiler,Girona,240,2175360,2006-09-07 00:00:00,Luisa
2248,2006-03-14,Suelo,Venta,Girona,229,1243699,2007-02-11 00:00:00,María
2250,2006-03-15,Casa,Alquiler,Girona,283,1219730,2006-07-26 00:00:00,Pedro
2256,2006-03-17,Piso,Alquiler,Girona,196,1611708,2007-01-08 00:00:00,Jesús
2258,2006-03-19,Oficina,Alquiler,Girona,286,1413698,2007-03-15 00:00:00,Carmen
2265,2006-03-21,Oficina,Venta,Girona,290,2797050,2006-10-02 00:00:00,Luisa
2269,2006-03-23,Oficina,Venta,Girona,202,823150,2007-01-31 00:00:00,Jesús
2270,2006-03-23,Local,Alquiler,Girona,225,1501650,2006-06-22 00:00:00,Jesús
2276,2006-03-26,Oficina,Venta,Girona,263,2034042,2006-09-08 00:00:00,Carmen
2284,2006-03-30,Piso,Venta,Girona,203,875336,2006-08-28 00:00:00,María
2287,2006-03-30,Industrial,Venta,Girona,134,780148,2006-08-23 00:00:00,Joaquín
2290,2006-03-31,Piso,Venta,Girona,283,1227937,2006-12-31 00:00:00,Joaquín
2311,2006-04-07,Parking,Alquiler,Girona,261,1189377,2006-09-19 00:00:00,Jesús
2315,2006-04-07,Parking,Venta,Girona,181,1789185,2007-01-27 00:00:00,Carmen
2323,2006-04-10,Piso,Venta,Girona,182,1400308,2007-01-07 00:00:00,Joaquín
2334,2006-04-14,Oficina,Venta,Girona,265,1944570,2006-09-27 00:00:00,Luisa
2337,2006-04-15,Industrial,Alquiler,Girona,154,960960,2007-03-23 00:00:00,Jesús
2340,2006-04-17,Piso,Venta,Girona,220,1282820,2006-11-25 00:00:00,Carmen
2343,2006-04-20,Oficina,Alquiler,Girona,120,1085160,2006-08-14 00:00:00,Luisa
2346,2006-04-21,Oficina,Venta,Girona,205,886215,2006-12-05 00:00:00,Carmen
2348,2006-04-22,Casa,Venta,Girona,107,668322,2007-04-13 00:00:00,María
2355,2006-04-23,Parking,Venta,Girona,199,1777866,2006-12-23 00:00:00,Jesús
2357,2006-04-23,Suelo,Venta,Girona,287,1567020,2006-08-17 00:00:00,Carmen
2358,2006-04-25,Suelo,Alquiler,Girona,193,1363352,2007-04-02 00:00:00,Carmen
2371,2006-04-30,Local,Alquiler,Girona,220,1548800,2006-10-04 00:00:00,María
2374,2006-05-01,Local,Venta,Girona,138,686826,2007-04-30 00:00:00,María
2376,2006-05-01,Parking,Alquiler,Girona,123,984369,2007-03-23 00:00:00,Pedro
2380,2006-05-02,Parking,Venta,Girona,205,1921260,2006-12-17 00:00:00,María
2382,2006-05-03,Industrial,Alquiler,Girona,250,1002500,2007-01-16 00:00:00,Carmen
2386,2006-05-04,Casa,Venta,Girona,294,1784580,2007-01-28 00:00:00,Luisa
2388,2006-05-05,Local,Alquiler,Girona,250,2281250,2007-03-08 00:00:00,Luisa
2393,2006-05-09,Industrial,Venta,Girona,171,708795,2007-04-07 00:00:00,Carmen
2400,2006-05-13,Local,Venta,Girona,216,2144448,2007-01-26 00:00:00,María
2403,2006-05-13,Oficina,Venta,Girona,221,1356498,2006-10-10 00:00:00,Luisa
2411,2006-05-16,Local,Alquiler,Girona,277,1802993,2007-03-01 00:00:00,Joaquín
2414,2006-05-16,Oficina,Venta,Girona,295,2200405,2007-03-24 00:00:00,María
2415,2006-05-16,Suelo,Venta,Girona,179,832529,2006-09-29 00:00:00,Jesús
2416,2006-05-17,Local,Venta,Girona,184,1113016,2007-01-15 00:00:00,María
2417,2006-05-18,Industrial,Alquiler,Girona,167,853370,2006-09-22 00:00:00,María
2422,2006-05-20,Oficina,Alquiler,Girona,156,1294176,2006-10-05 00:00:00,Carmen
2425,2006-05-20,Suelo,Venta,Girona,247,2320565,2007-05-01 00:00:00,Jesús
2428,2006-05-21,Casa,Venta,Girona,273,2682225,,
2429,2006-05-21,Casa,Venta,Girona,245,2037420,2007-04-04 00:00:00,Pedro
2432,2006-05-22,Piso,Venta,Girona,203,1315846,2007-02-27 00:00:00,Carmen
2439,2006-05-26,Industrial,Alquiler,Girona,278,2336590,2006-12-26 00:00:00,Luisa
2442,2006-05-27,Piso,Alquiler,Girona,233,1682260,,
2445,2006-05-28,Piso,Alquiler,Girona,253,1162788,2007-01-22 00:00:00,Luisa
2446,2006-05-28,Piso,Venta,Girona,106,922200,2007-03-16 00:00:00,Pedro
2449,2006-05-29,Parking,Venta,Girona,202,1524898,2006-12-28 00:00:00,Carmen
2460,2006-06-02,Parking,Alquiler,Girona,189,1342278,2006-12-16 00:00:00,Carmen
2462,2006-06-03,Piso,Venta,Girona,110,1026300,2007-02-08 00:00:00,Luisa
2469,2006-06-04,Parking,Venta,Girona,129,616878,2006-11-21 00:00:00,María
2477,2006-06-06,Suelo,Venta,Girona,294,2353176,2006-10-26 00:00:00,Pedro
2482,2006-06-07,Industrial,Alquiler,Girona,169,1447316,,
2485,2006-06-08,Casa,Venta,Girona,115,1147585,2006-11-13 00:00:00,Joaquín
2490,2006-06-10,Local,Venta,Girona,160,1368480,2007-01-07 00:00:00,Joaquín
2500,2006-06-11,Casa,Alquiler,Girona,231,2069529,2006-12-24 00:00:00,Jesús
2502,2006-06-13,Parking,Venta,Girona,282,2717634,2006-11-30 00:00:00,Pedro
2505,2006-06-15,Local,Alquiler,Girona,161,1027180,2006-10-17 00:00:00,María
2507,2006-06-15,Suelo,Venta,Girona,204,1267452,,
2516,2006-06-18,Local,Alquiler,Girona,297,2162160,2006-12-28 00:00:00,Jesús
2519,2006-06-21,Oficina,Venta,Girona,277,2250348,2007-04-21 00:00:00,Jesús
2533,2006-06-25,Oficina,Venta,Girona,246,1087812,2006-10-24 00:00:00,Jesús
2535,2006-06-27,Piso,Venta,Girona,214,1988702,,
2539,2006-06-30,Suelo,Alquiler,Girona,126,536634,,
2541,2006-06-30,Oficina,Venta,Girona,291,2849763,2007-04-28 00:00:00,Joaquín
2544,2006-07-01,Industrial,Venta,Girona,212,1691124,2006-10-19 00:00:00,María
2547,2006-07-02,Industrial,Venta,Girona,195,1576380,2007-04-24 00:00:00,Luisa
2559,2006-07-07,Piso,Venta,Girona,136,580856,,
2561,2006-07-07,Industrial,Venta,Girona,144,598320,,
2563,2006-07-08,Local,Venta,Girona,103,766320,2007-04-24 00:00:00,Jesús
2578,2006-07-16,Parking,Alquiler,Girona,274,2189534,2006-11-17 00:00:00,Luisa
2580,2006-07-16,Oficina,Venta,Girona,130,1061710,2007-03-11 00:00:00,Pedro
2581,2006-07-16,Casa,Venta,Girona,101,889608,2007-01-13 00:00:00,María
2584,2006-07-17,Piso,Alquiler,Girona,244,1315648,2007-03-01 00:00:00,María
2591,2006-07-19,Parking,Venta,Girona,150,1076250,2006-11-05 00:00:00,Carmen
2592,2006-07-19,Parking,Alquiler,Girona,147,891849,,
2594,2006-07-20,Oficina,Alquiler,Girona,170,1039380,2006-11-25 00:00:00,Joaquín
2600,2006-07-22,Parking,Venta,Girona,200,1021000,2006-11-20 00:00:00,Joaquín
2608,2006-07-26,Parking,Alquiler,Girona,123,714999,,
2626,2006-08-02,Suelo,Venta,Girona,259,1202537,2007-04-16 00:00:00,María
2633,2006-08-06,Suelo,Venta,Girona,234,1994382,2007-03-04 00:00:00,María
2636,2006-08-07,Parking,Venta,Girona,249,1422537,2007-04-02 00:00:00,Luisa
2638,2006-08-08,Parking,Venta,Girona,211,1456322,2006-11-23 00:00:00,Carmen
2640,2006-08-08,Oficina,Venta,Girona,133,1053227,2007-01-30 00:00:00,Jesús
2648,2006-08-11,Casa,Venta,Girona,112,1093456,2007-01-24 00:00:00,Pedro
2653,2006-08-13,Piso,Alquiler,Girona,297,2909412,,
2662,2006-08-17,Suelo,Alquiler,Girona,116,1041448,,
2668,2006-08-22,Industrial,Venta,Girona,165,889350,2007-01-11 00:00:00,Carmen
2675,2006-08-23,Piso,Venta,Girona,294,2574558,,
2687,2006-08-28,Parking,Venta,Girona,220,1230240,,
2688,2006-08-28,Piso,Venta,Girona,263,2173169,2007-01-20 00:00:00,María
2694,2006-08-30,Suelo,Venta,Girona,186,1695948,2007-03-23 00:00:00,Pedro
2699,2006-09-02,Piso,Venta,Girona,179,1025491,,
2700,2006-09-03,Suelo,Venta,Girona,203,1191610,2006-12-24 00:00:00,María
2707,2006-09-05,Local,Alquiler,Girona,242,2326346,,
2708,2006-09-06,Casa,Alquiler,Girona,291,1643568,,
2709,2006-09-06,Piso,Alquiler,Girona,274,2445724,2006-12-20 00:00:00,Luisa
2710,2006-09-07,Parking,Venta,Girona,286,2153580,,
2712,2006-09-07,Oficina,Venta,Girona,239,1994933,2007-04-09 00:00:00,Carmen
2733,2006-09-15,Local,Venta,Girona,197,1967242,2006-12-28 00:00:00,Pedro
2751,2006-09-22,Local,Venta,Girona,257,2242839,,
2754,2006-09-23,Oficina,Alquiler,Girona,134,1088616,2007-03-11 00:00:00,María
2755,2006-09-23,Oficina,Venta,Girona,261,1475172,,
2765,2006-09-28,Suelo,Alquiler,Girona,194,1519214,,
2768,2006-09-30,Casa,Venta,Girona,142,1194078,2007-03-30 00:00:00,Joaquín
2769,2006-09-30,Piso,Venta,Girona,244,2291404,2007-04-23 00:00:00,María
2773,2006-10-02,Suelo,Alquiler,Girona,271,1780199,2007-03-20 00:00:00,Carmen
2775,2006-10-04,Piso,Venta,Girona,290,2381770,2007-03-11 00:00:00,María
2778,2006-10-04,Casa,Venta,Girona,295,1658785,,
2779,2006-10-05,Industrial,Venta,Girona,157,1242498,2007-03-26 00:00:00,Luisa
2788,2006-10-08,Suelo,Alquiler,Girona,136,777240,2007-04-04 00:00:00,Carmen
2789,2006-10-08,Industrial,Venta,Girona,212,1565620,2007-04-04 00:00:00,María
2792,2006-10-09,Casa,Venta,Girona,250,1370500,,
2804,2006-10-13,Local,Venta,Girona,271,1923558,2007-04-17 00:00:00,Luisa
2808,2006-10-15,Parking,Venta,Girona,206,1659742,2007-03-08 00:00:00,Jesús
2814,2006-10-17,Local,Venta,Girona,181,1405465,,
2823,2006-10-22,Parking,Venta,Girona,196,1210496,,
2828,2006-10-23,Local,Alquiler,Girona,273,1766310,,
2831,2006-10-24,Oficina,Alquiler,Girona,224,1126944,2007-04-07 00:00:00,Joaquín
2841,2006-10-29,Casa,Alquiler,Girona,125,1041625,2007-05-04 00:00:00,Pedro
2844,2006-10-29,Industrial,Venta,Girona,247,1843361,2007-01-30 00:00:00,Pedro
2848,2006-10-31,Piso,Alquiler,Girona,285,1940565,,
2850,2006-10-31,Oficina,Venta,Girona,294,2267622,,
2853,2006-11-02,Casa,Venta,Girona,190,1105230,,
2855,2006-11-02,Casa,Venta,Girona,141,821889,,
2861,2006-11-03,Parking,Alquiler,Girona,275,1623600,2007-04-28 00:00:00,Pedro
2864,2006-11-04,Local,Alquiler,Girona,197,1704050,,
2874,2006-11-07,Local,Alquiler,Girona,166,1607710,,
2875,2006-11-07,Casa,Venta,Girona,129,722013,2007-03-18 00:00:00,Carmen
2877,2006-11-08,Parking,Venta,Girona,124,950832,,
2880,2006-11-09,Local,Venta,Girona,127,815467,2007-04-25 00:00:00,Pedro
2885,2006-11-10,Suelo,Alquiler,Girona,201,850029,2007-04-22 00:00:00,María
2896,2006-11-16,Piso,Alquiler,Girona,258,1058832,,
2898,2006-11-17,Industrial,Venta,Girona,105,1045905,2007-04-24 00:00:00,Joaquín
2901,2006-11-19,Parking,Venta,Girona,135,563760,2007-03-13 00:00:00,Pedro
2903,2006-11-20,Industrial,Alquiler,Girona,149,1454836,,
2943,2006-12-04,Industrial,Alquiler,Girona,114,1130424,,
2944,2006-12-05,Casa,Alquiler,Girona,151,693543,,
2947,2006-12-06,Casa,Alquiler,Girona,138,1186524,2007-04-24 00:00:00,Joaquín
2952,2006-12-07,Casa,Alquiler,Girona,251,1528088,,
2957,2006-12-09,Suelo,Alquiler,Girona,193,1059956,2007-03-10 00:00:00,María
2959,2006-12-10,Industrial,Venta,Girona,117,575640,,
2968,2006-12-13,Industrial,Venta,Girona,109,703159,,
2973,2006-12-15,Piso,Venta,Girona,200,1559800,2007-04-23 00:00:00,Joaquín
2978,2006-12-16,Suelo,Alquiler,Girona,152,1147144,,
2988,2006-12-20,Local,Venta,Girona,255,1079670,,
2997,2006-12-24,Piso,Alquiler,Girona,129,789738,,
3001,2006-12-25,Casa,Alquiler,Girona,226,2041006,,
3003,2006-12-26,Casa,Alquiler,Girona,211,2086368,,
3005,2006-12-26,Suelo,Alquiler,Girona,219,913449,,
3006,2006-12-26,Casa,Alquiler,Girona,297,2673000,,
3007,2006-12-27,Piso,Alquiler,Girona,287,1882433,,
3009,2006-12-28,Suelo,Alquiler,Girona,292,1751124,,
3019,2006-12-31,Parking,Venta,Girona,146,1399264,,
3020,2007-01-01,Industrial,Alquiler,Girona,199,1321161,,
3027,2007-01-06,Parking,Venta,Girona,247,2398617,,
3032,2007-01-08,Industrial,Venta,Girona,119,571676,,
3051,2007-01-11,Local,Venta,Girona,272,1965472,,
3052,2007-01-12,Piso,Venta,Girona,164,1425488,,
3060,2007-01-14,Piso,Alquiler,Girona,228,932292,,
3065,2007-01-15,Piso,Alquiler,Girona,107,968243,,
3069,2007-01-18,Parking,Venta,Girona,243,1857735,,
3071,2007-01-18,Suelo,Alquiler,Girona,253,2291421,,
3078,2007-01-21,Local,Alquiler,Girona,149,1047917,,
3082,2007-01-22,Piso,Venta,Girona,232,1511944,,
3083,2007-01-23,Industrial,Alquiler,Girona,137,569098,,
3088,2007-01-23,Industrial,Venta,Girona,164,1494204,,
3105,2007-02-01,Industrial,Alquiler,Girona,260,1636700,,
3106,2007-02-01,Suelo,Alquiler,Girona,117,997776,,
3107,2007-02-01,Local,Alquiler,Girona,229,1065995,,
3116,2007-02-04,Suelo,Venta,Girona,160,1431040,,
3123,2007-02-09,Parking,Alquiler,Girona,252,2154096,,
3128,2007-02-11,Industrial,Alquiler,Girona,244,1050664,,
3139,2007-02-15,Industrial,Alquiler,Girona,138,1248072,,
3140,2007-02-16,Industrial,Alquiler,Girona,298,1708434,,
3142,2007-02-17,Piso,Venta,Girona,241,979183,,
3143,2007-02-17,Industrial,Alquiler,Girona,288,1978848,,
3144,2007-02-17,Oficina,Venta,Girona,234,1789866,,
3145,2007-02-18,Oficina,Alquiler,Girona,174,1568610,,
3146,2007-02-18,Industrial,Venta,Girona,177,1325730,,
3152,2007-02-19,Casa,Venta,Girona,115,1040635,,
3162,2007-02-23,Local,Alquiler,Girona,234,973206,,
3171,2007-02-26,Casa,Venta,Girona,163,1478573,,
3176,2007-02-28,Piso,Venta,Girona,128,801408,,
3179,2007-03-01,Piso,Venta,Girona,174,1615068,,
3180,2007-03-03,Piso,Alquiler,Girona,127,957453,,
3186,2007-03-04,Piso,Alquiler,Girona,161,1420020,,
3192,2007-03-07,Industrial,Venta,Girona,282,2019120,,
3195,2007-03-07,Casa,Alquiler,Girona,221,2075632,,
3197,2007-03-08,Piso,Alquiler,Girona,212,1684340,,
3204,2007-03-10,Suelo,Venta,Girona,121,870837,,
